#,League,Team,Name,Tackles,Interceptions,Clearances,Errors leading to goal,Blocked shots,Average Sofascore rating
418,Ligue 1,Nantes,Uroš Radaković,2,3,8,0,2.0,6.54
419,Ligue 1,Metz,Idrissa Gueye,2,0,5,0,0.0,6.5
420,Ligue 1,Olympique de Marseille,Darryl Bakola,2,0,0,0,0.0,6.5
421,Ligue 1,Metz,Ismaël Guerti,2,1,1,0,0.0,6.47
422,Ligue 1,Stade Rennais,Elias Legendre Quiñonez Zae,2,1,0,0,0.0,6.43
423,Ligue 1,RC Strasbourg,David Datro Fofana,2,1,2,0,0.0,6.42
424,Ligue 1,AS Monaco,Eliesse Ben Seghir,2,0,0,0,0.0,6.4
425,Ligue 1,Nice,Kevin Carlos Omoruyi,2,1,5,0,1.0,6.37
426,Ligue 1,AS Monaco,Paris Brunner,2,1,0,0,0.0,6.34
427,Ligue 1,RC Strasbourg,Rabby Nzingoula,2,1,1,0,0.0,6.28
428,Ligue 1,RC Strasbourg,Dilane Bakwa,1,1,1,0,0.0,7.53
429,Ligue 1,Angers,Hervé Koffi,1,0,27,1,0.0,7.34
430,Ligue 1,RC Lens,Andy Diouf,1,0,0,0,,7.2
431,Ligue 1,Angers,Melvin Zinga,1,0,1,0,0.0,7.15
432,Ligue 1,Metz,Pape Sy,1,0,11,1,0.0,7.13
433,Ligue 1,Nantes,Anthony Lopes,1,1,30,0,0.0,7.1
434,Ligue 1,Lorient,Yvon Mvogo,1,1,25,1,0.0,6.96
435,Ligue 1,AS Monaco,Lukáš Hrádecký,1,0,13,1,0.0,6.92
436,Ligue 1,Nice,Pablo Rosario,1,0,0,0,,6.8
437,Ligue 1,Angers,Jim Allevinah,1,0,1,0,1.0,6.77
438,Ligue 1,RC Lens,Erawan Garnier,1,0,0,0,0.0,6.7
439,Ligue 1,Lille,Maxima Goffi,1,0,1,0,0.0,6.7
440,Ligue 1,Angers,Bané Diatta,1,0,0,0,0.0,6.7
441,Ligue 1,Paris FC,Nouha Dicko,1,0,0,0,0.0,6.67
442,Ligue 1,RC Lens,Anthony Bermont,1,3,0,0,0.0,6.67
443,Ligue 1,Toulouse,Ilyas Azizi,1,0,0,0,0.0,6.6
444,Ligue 1,Stade Rennais,Ibrahim Salah,1,0,1,0,,6.6
445,Ligue 1,Paris FC,Lohann Doucet,1,0,3,1,1.0,6.58
446,Ligue 1,Stade Rennais,Nordan Mukiele,1,0,1,0,0.0,6.57
447,Ligue 1,AS Monaco,George Ilenikhena,1,0,2,0,1.0,6.54
448,Ligue 1,Olympique Lyonnais,Adil Hamdani,1,0,0,0,1.0,6.53
449,Ligue 1,Nice,Terem Moffi,1,0,1,0,0.0,6.53
450,Ligue 1,Paris Saint-Germain,Noah Nsoki,1,0,0,0,0.0,6.5
451,Ligue 1,Olympique Lyonnais,Saël Kumbedi,1,1,2,0,0.0,6.4
452,Ligue 1,Olympique de Marseille,Tadjidine Mmadi,1,2,1,0,0.0,6.3
453,Ligue 1,Lille,Ousmane Touré,1,2,5,0,,6.1
454,Ligue 1,RC Strasbourg,Idrissa Sabaly,1,1,0,0,0.0,6.1
455,Ligue 1,Stade Rennais,Henrick Do Marcolino,1,2,0,0,0.0,0.0
456,Ligue 1,Le Havre,Lionel Mpasi Nzau,0,0,5,0,0.0,7.83
457,Ligue 1,RC Lens,Mezian Mesloub,0,0,0,0,0.0,7.7
458,Ligue 1,Olympique Lyonnais,Rémy Descamps,0,0,3,0,0.0,7.66
459,Ligue 1,Nantes,Patrik Carlgren,0,0,6,0,0.0,7.37
460,Ligue 1,RC Strasbourg,Karl-Johan Johnsson,0,0,3,0,0.0,7.3
461,Ligue 1,Paris Saint-Germain,Renato Marin,0,0,0,0,0.0,7.2
462,Ligue 1,Olympique Lyonnais,Georges Mikautadze,0,1,0,0,0.0,7.1
463,Ligue 1,RC Lens,Robin Risser,0,0,15,1,0.0,7.09
464,Ligue 1,Stade Brestois,Grégoire Coudert,0,0,17,0,0.0,7.08
465,Ligue 1,Nice,Yehvann Diouf,0,2,28,0,0.0,7.02
466,Ligue 1,Metz,Jonathan Fischer,0,0,24,0,0.0,6.98
467,Ligue 1,Paris Saint-Germain,Lucas Chevalier,0,0,8,1,0.0,6.95
468,Ligue 1,Auxerre,Théo De Percin,0,0,6,0,0.0,6.94
469,Ligue 1,Paris FC,Kevin Trapp,0,1,15,1,0.0,6.93
470,Ligue 1,AS Monaco,Philipp Köhn,0,1,9,1,0.0,6.93
471,Ligue 1,Paris Saint-Germain,Matvey Safonov,0,0,11,1,0.0,6.92
472,Ligue 1,RC Strasbourg,Emmanuel Emegha,0,0,5,0,0.0,6.92
473,Ligue 1,RC Strasbourg,Mike Penders,0,0,18,3,0.0,6.91
474,Ligue 1,Lille,André Gomes,0,0,0,0,0.0,6.9
475,Ligue 1,RC Lens,Amadou Haidara,0,2,3,0,1.0,6.85
476,Ligue 1,Le Havre,Noam Obougou Jacquet,0,1,0,0,0.0,6.82
477,Ligue 1,Nantes,Sékou Doucoure,0,3,5,0,1.0,6.8
478,Ligue 1,Olympique de Marseille,Derek Cornelius,0,1,4,0,2.0,6.8
479,Ligue 1,Toulouse,Guillaume Restes,0,1,39,0,0.0,6.79
480,Ligue 1,Lille,Arnaud Bodart,0,0,1,0,0.0,6.73
481,Ligue 1,Paris FC,Ciro Immobile,0,1,6,0,2.0,6.72
482,Ligue 1,Stade Rennais,Mikayil Faye,0,0,0,0,0.0,6.7
483,Ligue 1,Nice,Billal Brahimi,0,0,0,0,0.0,6.7
484,Ligue 1,Le Havre,Paul Argney,0,0,1,0,0.0,6.7
485,Ligue 1,Stade Brestois,Radosław Majecki,0,0,5,2,0.0,6.65
486,Ligue 1,Olympique de Marseille,Jeffrey De Lange,0,0,1,0,0.0,6.62
487,Ligue 1,RC Strasbourg,Tyrese Noubissie,0,1,0,0,0.0,6.6
488,Ligue 1,Nice,Djibril Coulibaly,0,1,0,0,0.0,6.6
489,Ligue 1,Auxerre,Tidiane Devernois,0,0,0,0,0.0,6.6
490,Ligue 1,RC Strasbourg,Aarón Anselmino,0,1,7,0,0.0,6.6
491,Ligue 1,Stade Rennais,Glen Kamara,0,0,0,0,0.0,6.6
492,Ligue 1,Nice,Badredine Bouanani,0,1,0,0,0.0,6.6
493,Ligue 1,Paris FC,Mathieu Cafaro,0,0,1,0,0.0,6.58
494,Ligue 1,Metz,Brian Madjo,0,0,2,0,0.0,6.58
495,Ligue 1,Auxerre,Theo Bair,0,0,1,0,0.0,6.55
496,Ligue 1,Angers,Oumar Pona,0,0,3,0,0.0,6.55
497,Ligue 1,Stade Brestois,Serigne Diop,0,0,0,0,0.0,6.55
498,Ligue 1,Le Havre,Kenny Quetant,0,1,3,0,0.0,6.52
499,Ligue 1,Paris Saint-Germain,Mathis Jangeal,0,0,1,0,0.0,6.5
500,Ligue 1,Lille,Ugo Raghouber,0,0,0,0,0.0,6.5
501,Ligue 1,Toulouse,Mathis Saka,0,0,0,0,0.0,6.5
502,Ligue 1,Nice,Zoumana Diallo,0,0,1,0,0.0,6.5
503,Ligue 1,Paris FC,Mohamed Benoit-Dao,0,0,0,0,0.0,6.5
504,Ligue 1,Nice,Maxime Dupé,0,0,7,1,0.0,6.5
505,Ligue 1,Olympique de Marseille,Adrien Rabiot,0,0,1,0,0.0,6.5
506,Ligue 1,Paris FC,Julien López,0,1,0,0,0.0,6.48
507,Ligue 1,Le Havre,Damián Pizarro,0,0,0,0,0.0,6.45
508,Ligue 1,Auxerre,Ryan Rodin,0,0,0,0,0.0,6.43
509,Ligue 1,Paris FC,Obed Nkambadio,0,0,12,2,0.0,6.43
510,Ligue 1,Olympique Lyonnais,Ernest Nuamah,0,0,0,0,0.0,6.4
511,Ligue 1,Stade Brestois,Axel Camblan,0,0,0,0,0.0,6.4
512,Ligue 1,Metz,Joseph N'Duquidi,0,0,0,0,0.0,6.4
513,Ligue 1,Lorient,Daniel Semedo,0,1,0,0,0.0,6.4
514,Ligue 1,Olympique de Marseille,Pol Lirola,0,1,0,0,0.0,6.4
515,Ligue 1,Angers,Dan Sinaté,0,0,0,0,0.0,6.4
516,Ligue 1,Olympique de Marseille,Nouhoum Kamissoko,0,0,0,0,0.0,6.4
517,Ligue 1,Metz,Joel Asoro,0,0,1,0,0.0,6.34
518,Ligue 1,Metz,Lucas Michal,0,0,2,0,0.0,6.34
519,Ligue 1,Olympique Lyonnais,Enzo Molebe,0,0,0,0,0.0,6.3
520,Ligue 1,Olympique Lyonnais,Noham Kamara,0,0,1,0,0.0,6.3
521,Ligue 1,Olympique de Marseille,Ugo Lamare El Kadmiri,0,1,0,0,0.0,6.3
522,Ligue 1,Olympique de Marseille,Jonathan Rowe,0,1,0,0,0.0,6.3
523,Ligue 1,Paris FC,Pierre-Yves Hamel,0,1,0,0,1.0,6.25
524,Ligue 1,Lille,Vincent Burlet,0,0,0,0,0.0,6.2
525,Ligue 1,Toulouse,Kjetil Haug,0,0,0,0,0.0,6.2
526,Ligue 1,Nice,Youssouf Ndayishimiye,0,2,4,0,1.0,6.2
527,Ligue 1,Lorient,Bingourou Kamara,0,0,2,0,0.0,6.2
528,Ligue 1,Nice,Everton Pereira,0,3,5,0,0.0,6.1
529,Ligue 1,Stade Brestois,Justin Bourgault,0,1,1,0,0.0,6.1
530,Ligue 1,RC Strasbourg,Yaya Diémé,0,0,0,0,0.0,6.1
531,Ligue 1,Stade Brestois,Raphaël Le Guen,0,4,6,1,1.0,6.07
532,Ligue 1,Nantes,Abakar Sylla,0,0,2,1,0.0,6.05
533,Ligue 1,Stade Rennais,Mathys Silistrie,0,0,0,0,0.0,5.7
534,Ligue 1,Paris Saint-Germain,Pierre Mounguengue,0,0,0,1,0.0,5.7
535,Ligue 1,Metz,Cléo Mélières,0,0,2,0,0.0,5.6
536,Ligue 1,Stade Rennais,Christopher Wooh,0,0,6,0,,5.0
537,Ligue 1,Olympique de Marseille,Neal Maupay,0,0,0,0,0.0,0.0
538,Ligue 1,Stade Rennais,Bertuğ Yıldırım,0,0,0,0,0.0,0.0
539,Ligue 1,Nice,Hamza Koutoune,0,0,0,0,0.0,0.0
540,Ligue 1,Lorient,Martin Bley,0,0,0,0,0.0,0.0
541,Ligue 1,AS Monaco,Samuel Nibombe,0,0,0,0,0.0,0.0
542,Ligue 1,Auxerre,Yvan Zaddy,0,0,0,0,0.0,0.0
543,Ligue 1,Stade Rennais,Lucas Rosier,0,0,0,0,0.0,0.0
544,Ligue 1,Auxerre,Mamoudou Cissokho,0,0,0,0,0.0,0.0
