#,League,Team,Name,Tackles,Interceptions,Clearances,Errors leading to goal,Blocked shots,Average Sofascore rating
366,Bundesliga,1. FC Köln,Felipe Chávez,3,2,1,0,0.0,6.67
367,Bundesliga,1. FSV Mainz 05,Maxim Leitsch,3,5,11,0,2.0,6.67
368,Bundesliga,FC St. Pauli,Ricky-Jade Jones,3,1,2,0,0.0,6.64
369,Bundesliga,Borussia M'gladbach,Hugo Bolin,3,1,4,0,0.0,6.63
370,Bundesliga,1. FC Union Berlin,Andrej Ilić,3,0,27,0,6.0,6.61
371,Bundesliga,1. FC Heidenheim,Mikkel Kaufmann,3,1,11,0,1.0,6.55
372,Bundesliga,TSG Hoffenheim,Umut Tohumcu,3,0,2,0,0.0,6.54
373,Bundesliga,1. FSV Mainz 05,Nelson Weiper,3,3,3,0,1.0,6.52
374,Bundesliga,1. FC Köln,Youssoupha Niang,3,0,7,0,0.0,6.5
375,Bundesliga,VfL Wolfsburg,Jan Bürger,3,1,13,0,3.0,6.48
376,Bundesliga,1. FC Heidenheim,Leo Scienza,2,0,0,0,0.0,7.45
377,Bundesliga,Borussia Dortmund,Serhou Guirassy,2,0,34,0,2.0,6.82
378,Bundesliga,VfL Wolfsburg,Andreas Skov Olsen,2,1,8,0,0.0,6.81
379,Bundesliga,1. FSV Mainz 05,Ben Bobzien,2,0,0,0,0.0,6.7
380,Bundesliga,SV Werder Bremen,Victor Okoh Boniface,2,0,8,0,0.0,6.67
381,Bundesliga,1. FC Heidenheim,Christian Conteh,2,2,5,0,0.0,6.67
382,Bundesliga,Hamburger SV,Philip Otele,2,3,5,0,0.0,6.65
383,Bundesliga,Borussia Dortmund,Salih Özcan,2,0,1,0,1.0,6.63
384,Bundesliga,FC St. Pauli,Abdoulie Ceesay,2,0,1,0,0.0,6.56
385,Bundesliga,Eintracht Frankfurt,Love Arrhov,2,0,1,0,0.0,6.55
386,Bundesliga,Borussia M'gladbach,Robin Hack,2,1,5,0,0.0,6.53
387,Bundesliga,Eintracht Frankfurt,Elye Wahi,2,0,0,0,1.0,6.4
388,Bundesliga,1. FC Köln,Cenny Neumann,2,1,3,0,1.0,6.25
389,Bundesliga,VfL Wolfsburg,Jonas Adjei Adjetey,2,1,7,0,1.0,6.2
390,Bundesliga,Hamburger SV,Immanuel Pherai,2,0,1,0,0.0,6.17
391,Bundesliga,SV Werder Bremen,Isak Hansen Aarøen,2,0,0,0,0.0,0.0
392,Bundesliga,SV Werder Bremen,Mick Schmetgens,1,1,5,0,2.0,7.5
393,Bundesliga,Borussia M'gladbach,Moritz Nicolas,1,1,26,0,0.0,7.34
394,Bundesliga,SV Werder Bremen,Maximilian Wöber,1,2,4,0,1.0,7.25
395,Bundesliga,VfL Wolfsburg,Kamil Grabara,1,1,49,2,0.0,7.22
396,Bundesliga,1. FC Köln,Marvin Schwäbe,1,0,36,0,0.0,7.18
397,Bundesliga,RB Leipzig,Maarten Vandevoordt,1,0,4,1,0.0,7.07
398,Bundesliga,FC St. Pauli,Nikola Vasilj,1,0,29,5,0.0,7.05
399,Bundesliga,1. FC Heidenheim,Diant Ramaj,1,0,45,6,0.0,6.94
400,Bundesliga,TSG Hoffenheim,Valentin Gendrey,1,1,3,0,0.0,6.87
401,Bundesliga,Borussia Dortmund,Almugera Kabar,1,0,1,0,0.0,6.8
402,Bundesliga,1. FSV Mainz 05,Sheraldo Becker,1,3,1,0,0.0,6.79
403,Bundesliga,1. FC Union Berlin,Frederik Rønnow,1,1,29,2,0.0,6.74
404,Bundesliga,Borussia M'gladbach,Oscar Fraulo,1,1,2,0,1.0,6.73
405,Bundesliga,VfL Wolfsburg,Bence Dárdai,1,1,1,0,0.0,6.7
406,Bundesliga,FC Augsburg,Arne Maier,1,1,0,0,0.0,6.7
407,Bundesliga,Hamburger SV,Robert Glatzel,1,0,8,0,0.0,6.68
408,Bundesliga,1. FC Heidenheim,Yannik Wagner,1,0,0,0,0.0,6.63
409,Bundesliga,SV Werder Bremen,Salim Musah,1,2,1,0,0.0,6.62
410,Bundesliga,Eintracht Frankfurt,Kauã Santos,1,0,20,3,0.0,6.62
411,Bundesliga,Borussia M'gladbach,Tim Kleindienst,1,1,0,0,1.0,6.6
412,Bundesliga,Eintracht Frankfurt,Elias Baum,1,1,1,0,0.0,6.6
413,Bundesliga,Bayer 04 Leverkusen,Claudio Echeverri,1,1,0,0,1.0,6.6
414,Bundesliga,1. FC Heidenheim,Thomas Keller,1,0,10,0,0.0,6.58
415,Bundesliga,Borussia M'gladbach,Grant-Leon Ranos,1,1,1,0,0.0,6.55
416,Bundesliga,VfL Wolfsburg,Pharell Hensel,1,0,3,0,0.0,6.53
417,Bundesliga,SC Freiburg,Maximilian Philipp,1,0,0,0,0.0,6.5
418,Bundesliga,TSG Hoffenheim,Ihlas Bebou,1,3,3,0,1.0,6.5
419,Bundesliga,FC Augsburg,Ismael Gharbi,1,0,1,0,0.0,6.5
420,Bundesliga,Borussia M'gladbach,Alejo Sarco,1,0,1,0,0.0,6.45
421,Bundesliga,Eintracht Frankfurt,Michy Batshuayi,1,0,1,0,0.0,6.4
422,Bundesliga,1. FC Heidenheim,Adam Kölle,1,1,11,0,0.0,6.38
423,Bundesliga,Bayer 04 Leverkusen,Axel Tape,1,1,3,0,0.0,6.33
424,Bundesliga,TSG Hoffenheim,Koki Machida,1,1,2,0,1.0,6.3
425,Bundesliga,SC Freiburg,Merlin Röhl,1,0,0,0,1.0,6.3
426,Bundesliga,Bayer 04 Leverkusen,Tim Oermann,1,0,0,0,0.0,6.3
427,Bundesliga,RB Leipzig,Kosta Nedeljković,1,1,10,0,0.0,6.3
428,Bundesliga,VfB Stuttgart,Nick Woltemade,1,0,3,0,,6.2
429,Bundesliga,Hamburger SV,Aboubaka Soumahoro,1,0,9,0,0.0,6.2
430,Bundesliga,Borussia Dortmund,Filippo Mané,1,2,8,0,0.0,6.15
431,Bundesliga,Borussia Dortmund,Mathis Albert,1,0,0,0,0.0,0.0
432,Bundesliga,1. FC Union Berlin,Matheo Raab,0,0,2,0,0.0,9.7
433,Bundesliga,FC Bayern München,Sven Ulreich,0,0,0,0,0.0,7.6
434,Bundesliga,SV Werder Bremen,Karl Hein,0,0,4,0,0.0,7.6
435,Bundesliga,1. FC Union Berlin,Carl Klaus,0,0,2,0,0.0,7.55
436,Bundesliga,1. FSV Mainz 05,Daniel Batz,0,0,17,1,0.0,7.32
437,Bundesliga,Bayer 04 Leverkusen,Janis Blaswich,0,0,10,1,0.0,7.25
438,Bundesliga,FC Bayern München,Jonas Urbig,0,0,9,1,0.0,7.22
439,Bundesliga,Hamburger SV,Daniel Fernandes,0,0,30,1,0.0,7.18
440,Bundesliga,VfB Stuttgart,Alexander Nübel,0,1,30,2,0.0,7.17
441,Bundesliga,Borussia Dortmund,Gregor Kobel,0,0,23,0,0.0,7.13
442,Bundesliga,SV Werder Bremen,Mio Backhaus,0,0,42,1,0.0,7.06
443,Bundesliga,SC Freiburg,Noah Atubolu,0,0,41,1,0.0,7.05
444,Bundesliga,1. FC Heidenheim,Frank Feller,0,0,2,0,0.0,7.0
445,Bundesliga,Eintracht Frankfurt,Michael Zetterer,0,1,20,3,0.0,6.96
446,Bundesliga,1. FC Union Berlin,Marin Ljubičić,0,0,0,0,0.0,6.95
447,Bundesliga,1. FSV Mainz 05,Robin Zentner,0,0,16,0,0.0,6.94
448,Bundesliga,RB Leipzig,Péter Gulácsi,0,0,27,0,0.0,6.92
449,Bundesliga,FC Bayern München,Manuel Neuer,0,0,13,4,0.0,6.92
450,Bundesliga,Bayer 04 Leverkusen,Mark Flekken,0,0,17,2,0.0,6.89
451,Bundesliga,TSG Hoffenheim,Oliver Baumann,0,0,40,3,0.0,6.82
452,Bundesliga,Borussia M'gladbach,Charles Herrmann,0,1,0,0,0.0,6.8
453,Bundesliga,SV Werder Bremen,Skelly Alvero,0,1,3,0,1.0,6.75
454,Bundesliga,VfL Wolfsburg,Jonas Wind,0,0,5,0,1.0,6.72
455,Bundesliga,FC St. Pauli,Fin Stevens,0,0,1,0,0.0,6.7
456,Bundesliga,TSG Hoffenheim,Luka Duric,0,0,2,0,0.0,6.7
457,Bundesliga,Bayer 04 Leverkusen,Piero Hincapié,0,2,0,0,0.0,6.7
458,Bundesliga,RB Leipzig,Loïs Openda,0,0,0,0,0.0,6.7
459,Bundesliga,VfL Wolfsburg,Václav Černý,0,0,2,0,0.0,6.7
460,Bundesliga,FC Bayern München,Jonah Kusi-Asare,0,0,0,0,1.0,6.6
461,Bundesliga,RB Leipzig,Andrija Maksimović,0,0,1,0,1.0,6.6
462,Bundesliga,FC Bayern München,David Daiber,0,0,1,0,0.0,6.6
463,Bundesliga,1. FC Köln,Fynn Schenten,0,0,1,0,0.0,6.58
464,Bundesliga,1. FSV Mainz 05,Lasse Riess,0,0,1,0,0.0,6.58
465,Bundesliga,VfB Stuttgart,Lazar Jovanović,0,0,0,0,0.0,6.53
466,Bundesliga,Hamburger SV,Guilherme Ramos,0,0,7,0,0.0,6.53
467,Bundesliga,VfB Stuttgart,Jeremy Arevalo,0,0,2,0,0.0,6.52
468,Bundesliga,SC Freiburg,Rouven Tarnutzer,0,0,0,0,0.0,6.5
469,Bundesliga,FC Augsburg,Tim Schnitzer,0,0,0,0,0.0,6.5
470,Bundesliga,FC Bayern München,Maycon Cardozo,0,0,1,0,0.0,6.5
471,Bundesliga,RB Leipzig,Timo Werner,0,0,0,0,0.0,6.5
472,Bundesliga,Borussia M'gladbach,Jan Urbich,0,0,2,0,0.0,6.5
473,Bundesliga,RB Leipzig,Samba Konaté,0,0,0,0,0.0,6.5
474,Bundesliga,Hamburger SV,Emir Sahiti,0,0,1,0,0.0,6.45
475,Bundesliga,VfB Stuttgart,Pascal Stenzel,0,2,2,0,0.0,6.45
476,Bundesliga,Eintracht Frankfurt,Jessic Ngankam,0,0,0,0,1.0,6.43
477,Bundesliga,FC Augsburg,Uchenna Ogundu,0,0,1,0,0.0,6.43
478,Bundesliga,FC Bayern München,Wisdom Mike,0,1,0,0,0.0,6.43
479,Bundesliga,Eintracht Frankfurt,Younes Ebnoutalib,0,1,1,0,0.0,6.42
480,Bundesliga,1. FC Köln,Jusuf Gazibegović,0,0,2,0,0.0,6.4
481,Bundesliga,FC St. Pauli,Taichi Hara,0,0,0,0,0.0,6.4
482,Bundesliga,FC Augsburg,Aiman Dardari,0,0,0,0,0.0,6.4
483,Bundesliga,TSG Hoffenheim,Cole Campbell,0,0,0,0,0.0,6.38
484,Bundesliga,FC Bayern München,Deniz Ofli,0,0,1,0,0.0,6.3
485,Bundesliga,1. FC Union Berlin,Linus Guther,0,0,0,0,0.0,6.3
486,Bundesliga,TSG Hoffenheim,Adam Hložek,0,0,0,0,0.0,6.3
487,Bundesliga,RB Leipzig,Xavi Simons,0,1,0,0,0.0,6.2
488,Bundesliga,1. FSV Mainz 05,Fabio Moreno Fell,0,0,0,0,0.0,6.2
489,Bundesliga,FC Bayern München,Cassiano Kiala,0,0,0,0,0.0,0.0
490,Bundesliga,FC Bayern München,Erblin Osmani,0,1,0,0,0.0,0.0
491,Bundesliga,TSG Hoffenheim,Yannick Eduardo,0,0,0,0,0.0,0.0
492,Bundesliga,1. FC Heidenheim,Leart Paqarada,0,0,0,0,0.0,0.0
493,Bundesliga,1. FC Union Berlin,Dmytro Bogdanov,0,0,0,0,0.0,0.0
494,Bundesliga,Hamburger SV,Louis Lemke,0,0,1,0,0.0,0.0
495,Bundesliga,Hamburger SV,Shafiq Nandja,0,0,0,0,0.0,0.0
496,Bundesliga,1. FC Heidenheim,Tobias Weigel,0,0,0,0,0.0,0.0
497,Bundesliga,RB Leipzig,Kevin Kampl,0,0,0,0,0.0,0.0
